--- Atoms: 
T('4139', '1206') Truth=[0.59]
T('1789', '1395') Truth=[0.22]
T('643', '1357') Truth=[0.54]
T('17', '322') Truth=[0.45]
T('3384', '3391') Truth=[0.67]
T('2638', '2208') Truth=[0.67]
T('3865', '3858') Truth=[0.67]
T('1838', '3424') Truth=[0.59]
T('2004', '3963') Truth=[0.59]
T('1789', '1391') Truth=[0.29]
T('1424', '4328') Truth=[0.67]
T('74', '3928') Truth=[0]
T('2679', '495') Truth=[0.67]
T('4245', '4988') Truth=[0.22]
T('2932', '4887') Truth=[0.24]
T('2932', '4886') Truth=[0.24]
T('2932', '4882') Truth=[0.24]
T('4024', '1863') Truth=[0]
T('2932', '4884') Truth=[0.24]
T('2932', '4880') Truth=[0.24]
T('3384', '3389') Truth=[0.67]
T('2932', '4050') Truth=[0.24]
T('570', '3019') Truth=[0.25]
T('1800', '2578') Truth=[0]
T('4245', '4175') Truth=[0.55]
T('2440', '1483') Truth=[0]
T('2018', '3892') Truth=[0]
T('1866', '1388') Truth=[0.21]
T('1342', '1386') Truth=[0]
T('3111', '1380') Truth=[0.13]
T('4399', '4988') Truth=[0.21]
T('2067', '694') Truth=[0.67]
T('4245', '221') Truth=[0.28]
T('4267', '843') Truth=[0.49]
T('1651', '2501') Truth=[0]
T('273', '425') Truth=[0]
T('2184', '143') Truth=[0.43]
T('3564', '493') Truth=[0.54]
T('1865', '1388') Truth=[0.28]
T('2456', '3923') Truth=[0.44]
T('4245', '4164') Truth=[0.39]
T('4175', '1884') Truth=[0.49]
T('2931', '102') Truth=[0]
T('3435', '270') Truth=[0.56]
T('4836', '4202') Truth=[0.41]
T('3645', '2564') Truth=[0.13]
T('1907', '3539') Truth=[0.59]
T('4150', '3004') Truth=[0.67]
T('2456', '3926') Truth=[0.51]
T('1006', '4086') Truth=[0.23]
T('1480', '1449') Truth=[0]
T('2744', '2720') Truth=[0.67]
T('4865', '2986') Truth=[0.31]
T('2389', '2527') Truth=[0]
T('2533', '440') Truth=[0.34]
T('1655', '3819') Truth=[0.47]
T('1480', '1483') Truth=[0]
T('1422', '3908') Truth=[0.38]
T('3927', '1443') Truth=[0.49]
T('1483', '1449') Truth=[0]
T('2740', '2736') Truth=[0.67]
T('4460', '2408') Truth=[0.16]
T('17', '2442') Truth=[0.18]
T('2558', '4935') Truth=[0]
T('2932', '126') Truth=[0.24]
T('570', '3048') Truth=[0.19]
T('3741', '4026') Truth=[0]
T('3741', '4025') Truth=[0]
T('3592', '3591') Truth=[0.67]
T('3741', '4028') Truth=[0]
T('69', '4471') Truth=[0.1]
T('3043', '3051') Truth=[0.53]
T('3741', '4024') Truth=[0.67]
T('69', '4472') Truth=[0.12]
T('1760', '3436') Truth=[0.67]
T('3817', '1884') Truth=[0.48]
T('2582', '2839') Truth=[0.58]
T('1368', '249') Truth=[0.3]
T('1353', '3832') Truth=[0.4]
T('1998', '1532') Truth=[0.47]
T('2420', '849') Truth=[0]
T('4290', '2652') Truth=[0]
T('3200', '336') Truth=[0.25]
T('3111', '1349') Truth=[0.3]
T('4175', '1853') Truth=[0.54]
T('1975', '3581') Truth=[0.64]
T('1975', '3582') Truth=[0.61]
T('4052', '2855') Truth=[0.67]
T('2755', '457') Truth=[0.31]
T('2012', '1266') Truth=[0.67]
T('3111', '1343') Truth=[0.3]
T('4468', '250') Truth=[0]
T('3869', '3894') Truth=[0.47]
T('2440', '1449') Truth=[0]
T('1389', '868') Truth=[0.37]
T('2753', '471') Truth=[0.56]
T('1483', '2709') Truth=[0]
T('2776', '2389') Truth=[0.24]
T('1949', '3048') Truth=[0.24]
T('562', '3124') Truth=[0.45]
T('2753', '477') Truth=[0.56]
T('2018', '3869') Truth=[0]
T('3111', '1350') Truth=[0.3]
T('2755', '440') Truth=[0.31]
T('1956', '4245') Truth=[0.22]
T('424', '495') Truth=[0.67]
T('4497', '758') Truth=[0.5]
T('4051', '2855') Truth=[0]
T('2664', '4505') Truth=[0.08]
T('3070', '3519') Truth=[0]
T('3111', '2655') Truth=[0.3]
T('1497', '495') Truth=[0.55]
T('2173', '1923') Truth=[0.35]
T('4279', '2851') Truth=[0.58]
T('2755', '477') Truth=[0.31]
T('1491', '3928') Truth=[0]
T('3176', '4503') Truth=[0.36]
T('2261', '2210') Truth=[0]
T('223', '3612') Truth=[0.53]
T('3733', '1073') Truth=[0.55]
T('2633', '4046') Truth=[0]
T('1817', '261') Truth=[0.44]
T('2755', '471') Truth=[0.31]
T('3565', '426') Truth=[0.67]
T('3111', '3992') Truth=[0.3]
T('74', '495') Truth=[0]
T('4024', '3646') Truth=[0]
T('4399', '1884') Truth=[0.32]
T('1899', '4941') Truth=[0.08]
T('102', '2931') Truth=[0.48]
T('4865', '4789') Truth=[0.67]
T('172', '2986') Truth=[0.51]
T('4865', '4787') Truth=[0.67]
T('2147', '623') Truth=[0]
T('74', '4447') Truth=[0]
T('2491', '1711') Truth=[0]
T('3404', '623') Truth=[0.33]
T('4865', '4781') Truth=[0.67]
T('1368', '2409') Truth=[0.4]
T('2637', '1853') Truth=[0.6]
T('4032', '4033') Truth=[0]
T('1411', '4503') Truth=[0.58]
T('3869', '456') Truth=[0.67]
T('3011', '3436') Truth=[0.47]
T('4032', '4037') Truth=[0]
T('1491', '2692') Truth=[0]
T('4865', '4773') Truth=[0.67]
T('223', '280') Truth=[0]
T('4865', '4774') Truth=[0.67]
T('4340', '868') Truth=[0.53]
T('1062', '1192') Truth=[0.67]
T('4024', '230') Truth=[0]
T('87', '3875') Truth=[0]
T('739', '3819') Truth=[0.59]
T('1497', '3942') Truth=[0.34]
T('3935', '3117') Truth=[0.67]
T('1954', '3817') Truth=[0.19]
T('2633', '3612') Truth=[0]
T('1492', '1341') Truth=[0.45]
T('87', '1215') Truth=[0.1]
T('1587', '4202') Truth=[0.13]
T('69', '4520') Truth=[0.13]
T('4865', '4769') Truth=[0.67]
T('4865', '4766') Truth=[0.67]
T('4865', '4767') Truth=[0.67]
T('1491', '4421') Truth=[0]
T('1287', '4293') Truth=[0.56]
T('3817', '4988') Truth=[0.34]
T('74', '4421') Truth=[0]
T('4546', '221') Truth=[0.37]
T('4175', '4988') Truth=[0.29]
T('4546', '4164') Truth=[0.55]
T('3864', '495') Truth=[0.26]
T('2609', '1330') Truth=[0]
T('2609', '1331') Truth=[0]
T('4923', '3626') Truth=[0.62]
T('86', '3875') Truth=[0.67]
T('3962', '4936') Truth=[0.59]
T('86', '1215') Truth=[0]
T('3962', '4935') Truth=[0]
T('2557', '1034') Truth=[0]
T('2446', '4503') Truth=[0.59]
T('2266', '2274') Truth=[0.67]
T('1497', '1318') Truth=[0.48]
T('726', '2692') Truth=[0]
T('1497', '1319') Truth=[0.36]
T('1338', '3264') Truth=[0.42]
T('731', '1265') Truth=[0.67]
T('1338', '4595') Truth=[0.42]
T('3422', '3891') Truth=[0.27]
T('1237', '2215') Truth=[0.45]
T('273', '2671') Truth=[0]
T('68', '4520') Truth=[0.09]
T('4836', '336') Truth=[0.21]
T('2147', '631') Truth=[0]
T('1791', '1325') Truth=[0.24]
T('1956', '3817') Truth=[0.19]
T('1368', '3749') Truth=[0.3]
T('1997', '3372') Truth=[0]
T('4024', '200') Truth=[0]
T('4471', '3646') Truth=[0.3]
T('1791', '2650') Truth=[0.67]
T('2480', '1885') Truth=[0.67]
T('3125', '2578') Truth=[0]
T('3865', '495') Truth=[0.26]
T('1902', '136') Truth=[0.46]
T('2456', '3950') Truth=[0.5]
T('178', '1621') Truth=[0.52]
T('3047', '3051') Truth=[0.58]
T('3833', '1666') Truth=[0.67]
T('1073', '4978') Truth=[0.51]
T('3078', '3521') Truth=[0.67]
T('3251', '4503') Truth=[0.37]
T('89', '2575') Truth=[0]
T('620', '1644') Truth=[0.3]
T('74', '4472') Truth=[0]
T('620', '1643') Truth=[0.1]
T('620', '1645') Truth=[0.11]
T('1791', '3926') Truth=[0.21]
T('74', '4471') Truth=[0]
T('1618', '3463') Truth=[0.45]
T('2533', '457') Truth=[0.34]
T('1791', '3923') Truth=[0.17]
T('3116', '4406') Truth=[0.54]
T('653', '3043') Truth=[0.28]
T('1570', '472') Truth=[0.57]
T('1868', '1388') Truth=[0.33]
T('1702', '2842') Truth=[0.44]
T('1702', '2843') Truth=[0.57]
T('3405', '1467') Truth=[0]
T('3405', '1466') Truth=[0.67]
T('89', '3875') Truth=[0]
T('140', '301') Truth=[0.67]
T('89', '1215') Truth=[0]
T('87', '2575') Truth=[0.27]
T('1483', '1480') Truth=[0]
T('3645', '2572') Truth=[0.13]
T('3820', '2208') Truth=[0.67]
T('1791', '3950') Truth=[0.19]
T('653', '3051') Truth=[0.13]
T('3261', '3975') Truth=[0.57]
T('2533', '471') Truth=[0.34]
T('2533', '477') Truth=[0.34]
T('3409', '1426') Truth=[0.67]
T('86', '2575') Truth=[0]
T('4350', '2871') Truth=[0.52]
T('4137', '3262') Truth=[0.67]
T('2283', '1592') Truth=[0.67]
T('3248', '1545') Truth=[0.17]
T('1998', '711') Truth=[0.59]
T('1929', '1551') Truth=[0.57]
T('4020', '210') Truth=[0.59]
T('498', '3118') Truth=[0.48]
T('2637', '4081') Truth=[0.25]
T('3437', '270') Truth=[0.32]
T('410', '620') Truth=[0]
T('1197', '523') Truth=[0.67]
T('830', '3557') Truth=[0.67]
T('3073', '4079') Truth=[0.31]
T('1954', '1250') Truth=[0.67]
T('1034', '1532') Truth=[0.54]
T('69', '1434') Truth=[0.13]
T('1422', '4412') Truth=[0.58]
T('1791', '1391') Truth=[0.29]
T('1791', '1395') Truth=[0.22]
T('1644', '4495') Truth=[0.46]
T('1140', '1141') Truth=[0]
T('87', '3805') Truth=[0.2]
T('87', '89') Truth=[0]
T('3116', '587') Truth=[0.45]
T('410', '3246') Truth=[0]
T('1491', '4471') Truth=[0]
T('2105', '3781') Truth=[0.67]
T('2809', '1656') Truth=[0]
T('68', '1434') Truth=[0.09]
T('2789', '4095') Truth=[0]
T('1491', '4472') Truth=[0]
T('4650', '4653') Truth=[0]
T('726', '3928') Truth=[0]
T('4650', '4651') Truth=[0]
T('3422', '4361') Truth=[0.44]
T('89', '69') Truth=[0]
T('1643', '4495') Truth=[0.14]
T('1368', '2476') Truth=[0.44]
T('89', '70') Truth=[0]
T('1368', '1143') Truth=[0.52]
T('1140', '1139') Truth=[0.67]
T('86', '3805') Truth=[0]
T('2736', '788') Truth=[0.42]
T('2776', '1983') Truth=[0.67]
T('4399', '4164') Truth=[0.39]
T('86', '70') Truth=[0.67]
T('853', '2851') Truth=[0.58]
T('541', '2131') Truth=[0.56]
T('3228', '4041') Truth=[0]
T('1702', '760') Truth=[0.52]
T('4527', '3984') Truth=[0.67]
T('559', '2842') Truth=[0.27]
T('72', '2673') Truth=[0]
T('559', '2843') Truth=[0.32]
T('2932', '2') Truth=[0.19]
T('86', '87') Truth=[0]
T('1908', '4081') Truth=[0.38]
T('86', '89') Truth=[0]
T('4231', '4305') Truth=[0.67]
T('1497', '1398') Truth=[0.44]
T('2844', '4290') Truth=[0.45]
T('1645', '4495') Truth=[0.38]
T('3200', '3891') Truth=[0.45]
T('2371', '1415') Truth=[0]
T('4399', '221') Truth=[0.27]
T('3467', '2902') Truth=[0]
T('1702', '758') Truth=[0.41]
T('538', '4885') Truth=[0.67]
T('3253', '4595') Truth=[0.53]
T('3253', '3264') Truth=[0.53]
T('1651', '3004') Truth=[0]
T('1368', '1116') Truth=[0.39]
T('610', '1711') Truth=[0]
T('3833', '3442') Truth=[0.57]
T('2643', '1782') Truth=[0.16]
T('3582', '1975') Truth=[0]
T('3304', '2212') Truth=[0.67]
T('2711', '1818') Truth=[0.41]
T('1281', '3802') Truth=[0]
T('3422', '4305') Truth=[0.44]
T('653', '418') Truth=[0.17]
T('273', '2654') Truth=[0.67]
T('89', '3805') Truth=[0]
T('74', '2692') Truth=[0]
T('1414', '4503') Truth=[0.25]
T('825', '3626') Truth=[0.44]
T('3647', '4365') Truth=[0.52]
T('2711', '1819') Truth=[0.41]
T('4447', '4471') Truth=[0.48]
T('2335', '2353') Truth=[0.67]
T('2931', '3626') Truth=[0]
T('4247', '1991') Truth=[0.51]
T('3491', '3051') Truth=[0.45]
T('4576', '2045') Truth=[0.67]
T('3417', '1364') Truth=[0.67]
T('273', '3936') Truth=[0.24]
T('69', '2788') Truth=[0.29]
T('4660', '1410') Truth=[0]
T('1496', '1370') Truth=[0.67]
T('2932', '4905') Truth=[0.24]
T('3833', '3423') Truth=[0.42]
T('4033', '4037') Truth=[0]
T('2932', '4913') Truth=[0.24]
T('89', '87') Truth=[0]
T('116', '631') Truth=[0]
T('3491', '418') Truth=[0.54]
T('4702', '1877') Truth=[0]
T('3111', '3189') Truth=[0.3]
T('4164', '4245') Truth=[0.28]
T('2932', '4911') Truth=[0.24]
T('2018', '456') Truth=[0]
T('4999', '3646') Truth=[0.4]
T('4046', '2147') Truth=[0.17]
T('2931', '4923') Truth=[0]
T('273', '2633') Truth=[0.52]
T('2443', '664') Truth=[0.26]
T('68', '2788') Truth=[0.22]
T('3645', '425') Truth=[0]
T('2637', '1884') Truth=[0.56]
T('4247', '1963') Truth=[0]
T('4231', '3891') Truth=[0.41]
T('4865', '4791') Truth=[0.67]
T('2932', '4916') Truth=[0.24]
T('116', '623') Truth=[0]
T('547', '1668') Truth=[0]
T('2669', '694') Truth=[0.67]
T('1884', '4245') Truth=[0.51]
T('2446', '629') Truth=[0.43]
T('3741', '1863') Truth=[0.18]
T('1491', '4447') Truth=[0]
T('2443', '661') Truth=[0.29]
T('2443', '660') Truth=[0.26]
T('3581', '1975') Truth=[0]
T('1587', '336') Truth=[0.07]
T('2664', '1332') Truth=[0.42]
T('2664', '2667') Truth=[0.67]
T('2456', '4287') Truth=[0.44]
T('2229', '4315') Truth=[0.31]
T('2007', '3864') Truth=[0]
T('3481', '2509') Truth=[0]
T('2932', '3484') Truth=[0.59]
T('802', '4424') Truth=[0.18]
T('4001', '1198') Truth=[0.26]
T('2776', '2220') Truth=[0]
T('4149', '3817') Truth=[0.22]
T('86', '495') Truth=[0]
T('2776', '2228') Truth=[0]
T('3741', '2114') Truth=[0.13]
T('4723', '2752') Truth=[0.67]
T('2262', '1668') Truth=[0.67]
T('3217', '1782') Truth=[0.53]
T('1587', '4916') Truth=[0.16]
T('1791', '4287') Truth=[0.16]
T('1587', '4913') Truth=[0.16]
T('1587', '4911') Truth=[0.16]
T('2932', '4791') Truth=[0.24]
T('2419', '2969') Truth=[0.67]
T('1104', '2712') Truth=[0.37]
T('1865', '3868') Truth=[0.35]
T('1865', '3867') Truth=[0.28]
T('189', '1547') Truth=[0]
T('1171', '1479') Truth=[0.45]
T('1171', '1476') Truth=[0.58]
T('1587', '4905') Truth=[0.16]
T('2007', '3858') Truth=[0.67]
T('3805', '1863') Truth=[0.5]
T('2304', '2509') Truth=[0]
T('1884', '1853') Truth=[0.67]
T('652', '4405') Truth=[0.67]
T('2012', '3754') Truth=[0.67]
T('1884', '4081') Truth=[0.3]
T('4380', '2341') Truth=[0.67]
T('2591', '416') Truth=[0.35]
T('3125', '232') Truth=[0]
T('3513', '1757') Truth=[0.67]
T('3645', '280') Truth=[0]
T('2898', '2527') Truth=[0]
T('1862', '2514') Truth=[0.67]
T('2932', '4773') Truth=[0.24]
T('1497', '4205') Truth=[0.39]
T('2932', '4774') Truth=[0.24]
T('2443', '495') Truth=[0.21]
T('89', '495') Truth=[0]
T('4390', '3507') Truth=[0.67]
T('859', '3347') Truth=[0.67]
T('1414', '4340') Truth=[0.36]
T('4836', '4916') Truth=[0.67]
T('4836', '4913') Truth=[0.67]
T('4836', '4911') Truth=[0.67]
T('467', '988') Truth=[0.67]
T('2932', '4787') Truth=[0.24]
T('4231', '4130') Truth=[0.53]
T('2932', '4789') Truth=[0.24]
T('4130', '1380') Truth=[0.51]
T('2932', '4781') Truth=[0.24]
T('1331', '1330') Truth=[0]
T('467', '2210') Truth=[0.57]
T('178', '855') Truth=[0.52]
T('2', '336') Truth=[0.5]
T('1789', '4315') Truth=[0.31]
T('3680', '3250') Truth=[0.67]
T('2491', '705') Truth=[0.67]
T('4836', '4905') Truth=[0.67]
T('3719', '3787') Truth=[0.43]
T('3422', '4130') Truth=[0.37]
T('4364', '1261') Truth=[0.67]
T('1802', '1953') Truth=[0.53]
T('492', '1430') Truth=[0.33]
T('4164', '4081') Truth=[0.19]
T('4527', '2451') Truth=[0.67]
T('4504', '4495') Truth=[0.17]
T('3681', '3250') Truth=[0.67]
T('989', '984') Truth=[0.67]
T('3307', '2012') Truth=[0.67]
T('2660', '2662') Truth=[0]
T('2633', '2147') Truth=[0.4]
T('4179', '2150') Truth=[0.58]
T('1066', '4078') Truth=[0]
T('4179', '2151') Truth=[0.58]
T('3552', '4357') Truth=[0.46]
T('2446', '472') Truth=[0.43]
T('87', '495') Truth=[0.09]
T('1497', '1192') Truth=[0.15]
T('2932', '4769') Truth=[0.24]
T('4482', '2022') Truth=[0.67]
T('2932', '4766') Truth=[0.24]
T('2229', '1235') Truth=[0.24]
T('2932', '4767') Truth=[0.24]
T('3985', '2770') Truth=[0.67]
T('1066', '4075') Truth=[0]
T('1411', '3069') Truth=[0.67]
T('989', '988') Truth=[0.39]
T('726', '4447') Truth=[0]
T('2902', '2501') Truth=[0]
T('4592', '3827') Truth=[0.67]
T('1814', '1877') Truth=[0.67]
T('2781', '2192') Truth=[0.67]
T('2900', '2527') Truth=[0]
T('1699', '1490') Truth=[0.67]
T('4149', '1250') Truth=[0.24]
T('3814', '3502') Truth=[0.54]
T('3754', '2012') Truth=[0.67]
T('1587', '2') Truth=[0.13]
T('1956', '4175') Truth=[0.22]
T('1855', '3121') Truth=[0.67]
T('3921', '3128') Truth=[0.67]
T('2147', '2671') Truth=[0]
T('4865', '2870') Truth=[0.33]
T('1139', '4144') Truth=[0.67]
T('3111', '4305') Truth=[0.3]
T('3645', '2444') Truth=[0]
T('3404', '2671') Truth=[0]
T('2390', '2389') Truth=[0.27]
T('1422', '398') Truth=[0.38]
T('3848', '3170') Truth=[0.67]
T('183', '1547') Truth=[0]
T('3540', '1410') Truth=[0.52]
T('478', '1639') Truth=[0.67]
T('3645', '3742') Truth=[0.67]
T('726', '4472') Truth=[0]
T('1587', '4990') Truth=[0.13]
T('726', '4471') Truth=[0]
T('4392', '3583') Truth=[0.67]
T('2901', '2501') Truth=[0]
T('478', '1648') Truth=[0.67]
T('2147', '2654') Truth=[0]
T('2529', '1292') Truth=[0.67]
T('3404', '2654') Truth=[0.67]
T('4561', '3321') Truth=[0.67]
T('3805', '3646') Truth=[0.3]
T('1483', '2641') Truth=[0]
T('989', '2210') Truth=[0.34]
T('1847', '670') Truth=[0.58]
T('4971', '3790') Truth=[0.67]
T('1954', '221') Truth=[0.56]
T('2776', '971') Truth=[0.22]
T('3718', '329') Truth=[0.67]
T('1883', '4928') Truth=[0.57]
T('985', '988') Truth=[0.39]
T('2776', '968') Truth=[0.22]
T('985', '984') Truth=[0.67]
T('4608', '3717') Truth=[0]
T('2591', '495') Truth=[0.24]
T('1491', '87') Truth=[0]
T('1484', '3902') Truth=[0.67]
T('1491', '69') Truth=[0]
T('223', '2444') Truth=[0]
T('828', '1096') Truth=[0.67]
T('3719', '329') Truth=[0.67]
T('2176', '4072') Truth=[0.67]
T('559', '760') Truth=[0.29]
T('2147', '2633') Truth=[0]
T('3404', '2633') Truth=[0.52]
T('187', '1547') Truth=[0]
T('3111', '3891') Truth=[0.21]
T('1491', '70') Truth=[0]
T('1866', '3868') Truth=[0.26]
T('1866', '3867') Truth=[0.21]
T('4548', '3548') Truth=[0.45]
T('1428', '1187') Truth=[0.19]
T('726', '4421') Truth=[0]
T('3566', '4246') Truth=[0.67]
T('2173', '143') Truth=[0.22]
T('3404', '3936') Truth=[0.24]
T('2147', '3936') Truth=[0]
T('2671', '2564') Truth=[0.4]
T('559', '758') Truth=[0.25]
T('2776', '2234') Truth=[0.22]
T('2692', '1863') Truth=[0.24]
T('4032', '4720') Truth=[0.43]
T('1491', '3805') Truth=[0]
T('2624', '154') Truth=[0.43]
T('1817', '1819') Truth=[0.67]
T('1956', '221') Truth=[0.56]
T('4625', '1712') Truth=[0.42]
T('4836', '4990') Truth=[0.52]
T('1480', '2641') Truth=[0]
T('4836', '2') Truth=[0.51]
T('4024', '2204') Truth=[0]
T('2491', '4694') Truth=[0.67]
T('1817', '1818') Truth=[0.67]
T('1491', '89') Truth=[0]
T('2776', '3573') Truth=[0.22]
T('1100', '4504') Truth=[0.09]
T('985', '2210') Truth=[0.34]
T('2671', '2572') Truth=[0.4]
T('2440', '2641') Truth=[0]
T('2366', '503') Truth=[0.67]
T('1100', '4506') Truth=[0.18]
T('2417', '4732') Truth=[0.58]
T('1954', '4175') Truth=[0.22]
T('4806', '4494') Truth=[0.67]
T('668', '4253') Truth=[0.67]
T('4267', '1579') Truth=[0.36]
T('1868', '3867') Truth=[0.33]
T('3064', '3519') Truth=[0]
T('2392', '3632') Truth=[0.67]
T('1868', '3868') Truth=[0.41]
T('223', '3742') Truth=[0.67]
T('2753', '2527') Truth=[0]
T('4332', '3488') Truth=[0.53]
T('726', '2788') Truth=[0]
T('766', '4056') Truth=[0.61]
T('2898', '477') Truth=[0.53]
T('4195', '1545') Truth=[0.41]
T('1483', '1384') Truth=[0]
T('1491', '2575') Truth=[0]
T('3362', '2284') Truth=[0.47]
T('3', '2514') Truth=[0.28]
T('1000', '3545') Truth=[0.37]
T('2753', '2533') Truth=[0]
T('3552', '1341') Truth=[0.54]
T('1478', '1479') Truth=[0]
T('2152', '4352') Truth=[0.67]
T('2344', '1677') Truth=[0.67]
T('2898', '471') Truth=[0.53]
T('69', '726') Truth=[0]
T('4245', '1853') Truth=[0.41]
T('2282', '3246') Truth=[0.46]
T('839', '4996') Truth=[0.51]
T('1478', '1476') Truth=[0]
T('1544', '1521') Truth=[0.67]
T('2682', '4249') Truth=[0.59]
T('4189', '2977') Truth=[0.67]
T('468', '130') Truth=[0.67]
T('223', '3808') Truth=[0]
T('3772', '3118') Truth=[0.34]
T('4024', '4026') Truth=[0]
T('4024', '4025') Truth=[0]
T('4412', '2931') Truth=[0.38]
T('4990', '977') Truth=[0.31]
T('562', '2002') Truth=[0.54]
T('4504', '4506') Truth=[0.22]
T('2682', '301') Truth=[0.67]
T('3246', '4504') Truth=[0.07]
T('4024', '4028') Truth=[0]
T('3362', '3594') Truth=[0.67]
T('3246', '4506') Truth=[0.15]
T('35', '270') Truth=[0.47]
T('4865', '3305') Truth=[0.67]
T('3315', '2839') Truth=[0.45]
T('1366', '4980') Truth=[0.67]
T('562', '3340') Truth=[0.45]
T('168', '160') Truth=[0.67]
T('2278', '3306') Truth=[0.59]
T('2746', '3969') Truth=[0.67]
T('68', '726') Truth=[0]
T('3111', '4361') Truth=[0.3]
T('1446', '4066') Truth=[0]
T('1640', '3019') Truth=[0.49]
T('1789', '3923') Truth=[0.17]
T('2282', '620') Truth=[0.53]
T('726', '4520') Truth=[0]
T('1789', '3926') Truth=[0.21]
T('69', '3377') Truth=[0.25]
T('2711', '2187') Truth=[0.41]
T('1480', '1384') Truth=[0]
T('86', '4421') Truth=[0]
T('2800', '2839') Truth=[0.55]
T('3833', '2871') Truth=[0.25]
T('17', '1332') Truth=[0.57]
T('556', '855') Truth=[0.24]
T('2916', '1975') Truth=[0]
T('1475', '1478') Truth=[0]
T('1475', '1479') Truth=[0.45]
T('4836', '4130') Truth=[0.53]
T('273', '623') Truth=[0.33]
T('89', '2692') Truth=[0]
T('4715', '2071') Truth=[0.59]
T('4044', '3304') Truth=[0.44]
T('4976', '2475') Truth=[0.67]
T('4245', '4081') Truth=[0.36]
T('610', '4956') Truth=[0]
T('68', '3377') Truth=[0.18]
T('1475', '1476') Truth=[0.58]
T('1101', '3223') Truth=[0.67]
T('2344', '2968') Truth=[0.67]
T('3771', '3118') Truth=[0]
T('2523', '495') Truth=[0.67]
T('1884', '4988') Truth=[0.39]
T('3481', '402') Truth=[0]
T('653', '3166') Truth=[0.13]
T('4505', '1430') Truth=[0.53]
T('2641', '2917') Truth=[0]
T('726', '1434') Truth=[0]
T('2692', '3646') Truth=[0.17]
T('2440', '1384') Truth=[0]
T('1062', '1064') Truth=[0.67]
T('1062', '1065') Truth=[0.67]
T('1062', '1060') Truth=[0.67]
T('2898', '457') Truth=[0.53]
T('839', '3632') Truth=[0.39]
T('87', '2692') Truth=[0.38]
T('2304', '402') Truth=[0]
T('2282', '4504') Truth=[0.15]
T('1062', '1058') Truth=[0.67]
T('765', '143') Truth=[0.29]
T('3896', '1694') Truth=[0.53]
T('2282', '4506') Truth=[0.33]
T('3595', '868') Truth=[0.52]
T('1110', '4424') Truth=[0.43]
T('4164', '4988') Truth=[0.42]
T('86', '2692') Truth=[0]
T('2671', '425') Truth=[0.67]
T('4625', '4818') Truth=[0.67]
T('2898', '440') Truth=[0.53]
T('1367', '4922') Truth=[0.53]
T('2143', '3117') Truth=[0]
T('1491', '3875') Truth=[0]
T('1491', '1215') Truth=[0]
T('1643', '444') Truth=[0.12]
T('69', '2882') Truth=[0.13]
T('2556', '4055') Truth=[0.67]
T('74', '2788') Truth=[0]
T('17', '492') Truth=[0.16]
T('2229', '2650') Truth=[0.67]
T('2932', '4854') Truth=[0.24]
T('2932', '4853') Truth=[0.24]
T('1506', '360') Truth=[0.56]
T('4468', '1053') Truth=[0]
T('2932', '4856') Truth=[0.24]
T('4068', '4405') Truth=[0]
T('87', '3928') Truth=[0.09]
T('1884', '221') Truth=[0.56]
T('2278', '2071') Truth=[0.47]
T('2900', '440') Truth=[0.62]
T('2477', '3636') Truth=[0]
T('4511', '548') Truth=[0.67]
T('68', '2882') Truth=[0.09]
T('2557', '4055') Truth=[0]
T('2229', '1325') Truth=[0.24]
T('1645', '410') Truth=[0.05]
T('358', '3117') Truth=[0.47]
T('1395', '1545') Truth=[0.31]
T('4865', '2073') Truth=[0.28]
T('4231', '4202') Truth=[0.41]
T('2014', '57') Truth=[0.67]
T('3733', '4978') Truth=[0.28]
T('4164', '4175') Truth=[0.28]
T('4506', '3246') Truth=[0.09]
T('2932', '4868') Truth=[0.24]
T('2932', '3539') Truth=[0.21]
T('3032', '1374') Truth=[0.47]
T('2932', '4867') Truth=[0.24]
T('2932', '4866') Truth=[0.24]
T('2932', '4861') Truth=[0.24]
T('1789', '1325') Truth=[0.24]
T('86', '3928') Truth=[0]
T('4546', '1853') Truth=[0.54]
T('2484', '1782') Truth=[0.2]
T('1645', '444') Truth=[0.04]
T('74', '1434') Truth=[0]
T('2692', '230') Truth=[0.48]
T('2932', '4828') Truth=[0.24]
T('2932', '4835') Truth=[0.24]
T('876', '542') Truth=[0.55]
T('2932', '4831') Truth=[0.24]
T('2932', '4833') Truth=[0.24]
T('1884', '4175') Truth=[0.51]
T('4106', '3545') Truth=[0]
T('2900', '457') Truth=[0.62]
T('1854', '2748') Truth=[0.67]
T('1644', '444') Truth=[0.05]
T('2620', '4114') Truth=[0]
T('1791', '4315') Truth=[0.31]
T('3140', '2284') Truth=[0.59]
T('3728', '3727') Truth=[0.67]
T('2932', '4847') Truth=[0.24]
T('2844', '243') Truth=[0.24]
T('1847', '1532') Truth=[0.45]
T('4497', '2842') Truth=[0.51]
T('4506', '620') Truth=[0.11]
T('45', '999') Truth=[0.67]
T('1492', '4357') Truth=[0.37]
T('2256', '178') Truth=[0.52]
T('4504', '3246') Truth=[0.27]
T('168', '158') Truth=[0.67]
T('2556', '4015') Truth=[0.67]
T('3833', '718') Truth=[0.34]
T('1791', '1235') Truth=[0.24]
T('2901', '3004') Truth=[0]
T('74', '4520') Truth=[0]
T('2932', '4808') Truth=[0.24]
T('2509', '1547') Truth=[0]
T('2932', '4816') Truth=[0.24]
